id,fov,volume,center_x,center_y,min_x,max_x,min_y,max_y
110883424764611924400221639916314253469,0,432.141,156.563,4271.33,151.53,161.596,4264.62,4278.03
135188247894899244046039873973964001182,0,1351.8,156.509,4256.96,148.29,164.728,4247.66,4266.26
164766962839370328502017156371562646881,0,1080.65,159.965,4228.18,152.178,167.752,4220.56,4235.81
